,date,tmp0,title,tmp,tmp2,location,tmp23,tmp3,tmp34,tmp4,org_size,org_size_bucket,salary,tmp5,tmp6,experience,tmp7,tmp8,industry,tmp9,comments,tmp10,title_categories
455,10/14/2020 6:11:13,Title:,Machine Learning Engineer,Title:Machine Learning Engineer,Where:,new york city,Where:New York City,No,Org Size:,0 - 10,Org Size:0 - 10,Salary:,140000.0,Salary:140000,Experience:,5.0,Experience:5,Industry:,Search,Industry:Search,,0,General Engineering
456,10/14/2020 12:28:43,Title:,Associate Technical Account Manager,Title:Associate Technical Account Manager,Where:,atlanta,"Where:Atlanta, GA",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,100000.0,Salary:100000,Experience:,1.0,Experience:1,Industry:,Information Technology,Industry:Information Technology,,10% yearly bonus,Management and Leadership
457,10/21/2020 23:39:27,Title:,Software Developer II,Title:Software Developer II,Where:,columbus ohio,Where:Columbus Ohio,Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,100000.0,Salary:100000,Experience:,1.0,Experience:1,Industry:,Financial Tech - Insurance,Industry:Financial Tech - Insurance,,"yes 5k bonus first year, and stock options",General Engineering
459,10/25/2020 0:01:07,Title:,Data Analyst,Title:Data Analyst,Where:,detroit,"Where:Detroit, MI",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,125000.0,Salary:125000,Experience:,5.0,Experience:5,Industry:,Fintech,Industry:Fintech,,Stock options,Data
460,10/25/2020 3:34:11,Title:,Software architect analyst,Title:Software architect analyst,Where:,atlanta,Where:Atlanta,No,Org Size:,> 5000,Org Size:> 5000,Salary:,77000.0,Salary:77000,Experience:,0.0,Experience:0,Industry:,Professional Services,Industry:Professional Services,One internship experience,Both,Management and Leadership
461,10/30/2020 22:37:56,Title:,DevOps,Title:DevOps,Where:,atlanta,Where:Atlanta,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,80.0,Salary:80K,Experience:,10.0,Experience:10,Industry:,Sporting,Industry:Sporting,,Both,Ops and Security
462,11/5/2020 4:59:47,Title:,Director of Operations,Title:Director of Operations,Where:,san diego,Where:San Diego,Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,95000.0,Salary:95000,Experience:,10.0,Experience:10,Industry:,Marketing,Industry:Marketing,,,Management and Leadership
463,11/10/2020 14:35:15,Title:,Lead Software Engineer,Title:Lead Software Engineer,Where:,minneapolis,Where:Minneapolis,No,Org Size:,> 5000,Org Size:> 5000,Salary:,165000.0,Salary:165k,Experience:,8.0,Experience:8,Industry:,Retail,Industry:Retail,,~10%,General Engineering
464,11/11/2020 11:26:12,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,dallas,"Where:Dallas, TX",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,80000.0,Salary:80000,Experience:,10.0,Experience:10,Industry:,Manufacturing,Industry:Manufacturing,,,General Engineering
465,11/16/2020 17:37:40,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,bostonremote,Where:Boston/Remote,Yes,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,150000.0,Salary:150000,Experience:,5.0,Experience:5,Industry:,Saas,Industry:Saas,,"Some limited RSUs, no bonuses",General Engineering
466,11/22/2020 16:31:28,Title:,iOS Engineer,Title:iOS Engineer,Where:,greenville,"Where:Greenville, SC",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,85000.0,Salary:85000,Experience:,1.0,Experience:1,Industry:,Technology,Industry:Technology,,Stocks,Mobile
467,11/24/2020 16:10:38,Title:,VP Marketing,Title:VP Marketing,Where:,ca,Where:Ca,Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,270000.0,Salary:$270k,Experience:,12.0,Experience:12,Industry:,SAAS,Industry:SAAS,,Variable comp + equity,Management and Leadership
468,11/26/2020 21:35:46,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,new york city,Where:New York City,No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,165000.0,"Salary:165,000 base",Experience:,4.0,Experience:4,Industry:,Marketing,Industry:Marketing,,Bonuses,General Engineering
469,11/27/2020 9:52:45,Title:,Master software engineer,Title:Master software engineer,Where:,mclean,"Where:McLean, VA",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,160000.0,Salary:160000,Experience:,8.0,Experience:8,Industry:,Finance,Industry:Finance,Capital one is the ne of the company and they also have a very strong presence of African American engineers,bonus 13400 min 26800 max,General Engineering
470,11/28/2020 10:50:53,Title:,Senior Data Engineer,Title:Senior Data Engineer,Where:,queens,"Where:Queens, New York",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,199000.0,Salary:199000,Experience:,11.0,Experience:11,Industry:,IT,Industry:IT,Let the record show that there are people at my company making half as much as me because I live in NYC and they live in Canada. Capitalism is broken.,Both,Data
471,11/30/2020 20:21:48,Title:,DevOps,Title:DevOps,Where:,herndon,"Where:Herndon, VA",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,70000.0,Salary:70000,Experience:,1.0,Experience:1,Industry:,Information Technology,Industry:Information Technology,,,Ops and Security
472,12/1/2020 8:45:18,Title:,iOS Software Engineer,Title:iOS Software Engineer,Where:,ca,Where:CA,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,125000.0,Salary:125000,Experience:,7.0,Experience:7,Industry:,Music,Industry:Music,,,Mobile
473,12/6/2020 11:16:25,Title:,Software Engineer (Android),Title:Software Engineer (Android),Where:,wilmington,"Where:Wilmington, DE",No,Org Size:,> 5000,Org Size:> 5000,Salary:,112000.0,Salary:112000,Experience:,4.0,Experience:4,Industry:,Banking,Industry:Banking,,Annual performance-based bonus,Mobile
474,12/6/2020 11:58:27,Title:,Senior Cloud Engineer,Title:Senior Cloud Engineer,Where:,minneapolis,"Where:Minneapolis, Minnesota",No,Org Size:,> 5000,Org Size:> 5000,Salary:,125000.0,Salary:125000,Experience:,8.0,Experience:8,Industry:,Transportation,Industry:Transportation,,,General Engineering
475,12/6/2020 14:42:20,Title:,Associate software engineer,Title:Associate software engineer,Where:,irvine,"Where:Irvine, CA",No,Org Size:,0 - 10,Org Size:0 - 10,Salary:,80000.0,Salary:80000,Experience:,2.0,Experience:2,Industry:,Agency,Industry:Agency,,1000,General Engineering
476,12/6/2020 15:21:15,Title:,Sr Software Engineer,Title:Sr Software Engineer,Where:,santa clara,"Where:Santa Clara, CA",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,155000.0,Salary:155000,Experience:,3.0,Experience:3,Industry:,Financial services,Industry:Financial services,,Both,General Engineering
477,12/6/2020 18:03:29,Title:,Staff Data Scientist,Title:Staff Data Scientist,Where:,mobile,"Where:Mobile, Alabama",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,180000.0,Salary:180000,Experience:,8.0,Experience:8,,Technology,Technology,,1000000,Data
478,12/6/2020 18:33:58,Title:,Senior Software Engineer I,Title:Senior Software Engineer I,Where:,washington,"Where:Washington, DC",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,160000.0,Salary:160000,Experience:,6.0,Experience:6,,Real Estate,Real Estate,,yes,General Engineering
479,12/6/2020 19:01:39,Title:,Marketing systems analyst,Title:Marketing systems analyst,Where:,ma,Where:MA,No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,77000.0,Salary:77000,Experience:,4.0,Experience:4,,Software,Software,,No,Ops and Security
480,12/6/2020 19:05:31,Title:,Senior Engineer,Title:Senior Engineer,Where:,denver,"Where:Denver, CO",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,117700.0,Salary:117700,Experience:,9.0,Experience:9,,Consumer Tech / Marketing / ECommerce,Consumer Tech / Marketing / ECommerce,,"Stock options (private company so value unclear), non-guaranteed bonus",General Engineering
481,12/6/2020 19:05:44,Title:,Full Stack Developer,Title:Full Stack Developer,Where:,guatemala,Where:Guatemala,No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,27000.0,"Salary:27,000 year",Experience:,5.0,Experience:5,,Telecommunications,Telecommunications,,,Full Stack
482,12/6/2020 19:06:50,Title:,Software Engineer II,Title:Software Engineer II,Where:,philadelphia,"Where:Philadelphia, PA",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,98500.0,Salary:98500,Experience:,8.0,Experience:8,,Marketing,Marketing,No,No,General Engineering
483,12/6/2020 19:20:31,Title:,Senior product manager,Title:Senior product manager,Where:,sunnyvale,"Where:Sunnyvale, California",No,Org Size:,> 5000,Org Size:> 5000,Salary:,180000.0,Salary:180000,Experience:,15.0,Experience:15,,Domains,Domains,,"$45,000",Management and Leadership
484,12/6/2020 19:22:27,Title:,Consultant (software),Title:Consultant (software),Where:,dallas,"Where:Dallas, TX",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,130000.0,Salary:130000,Experience:,10.0,Experience:10,,Consulting,Consulting,,Approximately 5% bonus,General Engineering
485,12/6/2020 19:23:58,Title:,Design Manager,Title:Design Manager,Where:,washington dc,Where:Washington DC,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,135000.0,Salary:135000,Experience:,6.0,Experience:6,,Civic Tech / Government Contractor,Civic Tech / Government Contractor,,No,UX and Design
486,12/6/2020 19:24:34,Title:,Software Engineer,Title:Software Engineer,Where:,austin tx,Where:Austin TX,No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,120000.0,"Salary:$120,000/yr",Experience:,8.0,Experience:8,,real estate,real estate,,0,General Engineering
487,12/6/2020 19:25:47,Title:,Director of Product,Title:Director of Product,Where:,indianapolis,"Where:Indianapolis, In",No,Org Size:,0 - 10,Org Size:0 - 10,Salary:,111000.0,Salary:111000,Experience:,8.0,Experience:8,,Software,Software,Seed-stage startup,Options,Management and Leadership
488,12/6/2020 19:27:12,Title:,Software Development Engineer II,Title:Software Development Engineer II,Where:,newark,"Where:Newark, NJ",No,Org Size:,> 5000,Org Size:> 5000,Salary:,154600.0,Salary:154600,Experience:,5.0,Experience:5,,Ecommerce,Ecommerce,,30000,General Engineering
489,12/6/2020 19:27:26,Title:,Senior Communications Manager,Title:Senior Communications Manager,Where:,san francisco,Where:San Francisco,No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,145000.0,Salary:145000,Experience:,8.0,Experience:8,,Fintech,Fintech,,,Management and Leadership
490,12/6/2020 19:27:27,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,chicago,"Where:Chicago, IL",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,170000.0,Salary:170000,Experience:,14.0,Experience:14,,Government tech,Government tech,,,General Engineering
491,12/6/2020 19:27:41,Title:,Application architect,Title:Application architect,Where:,detroit michigan,Where:Detroit Michigan,No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,150000.0,Salary:150000,Experience:,13.0,Experience:13,,Restaurant,Restaurant,,15000,Management and Leadership
492,12/6/2020 19:27:49,Title:,Software Engineering Manager,Title:Software Engineering Manager,Where:,montana,Where:Montana,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,173000.0,Salary:173000,Experience:,8.0,Experience:8,,Retail,Retail,,50k in stock annually,Management and Leadership
493,12/6/2020 19:28:23,Title:,Senior Frontend Engineer,Title:Senior Frontend Engineer,Where:,minneapolis,"Where:Minneapolis, MN",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,116000.0,Salary:116000,Experience:,5.0,Experience:5,,Marketing Tech,Marketing Tech,"Company based in Mountain View, CA,","yes --- I probably make about 160,000 with bonuses, and have some RSUs",Front End
494,12/6/2020 19:28:53,Title:,Senior software engineer,Title:Senior software engineer,Where:,new york,"Where:New York, New York",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,200000.0,Salary:200000,Experience:,10.0,Experience:10,,Audio,Audio,,180K RSU over 4 years,General Engineering
495,12/6/2020 19:29:08,Title:,Junior Coding Instructor,Title:Junior Coding Instructor,Where:,remote fully company based out of texas,Where:Remote fully. Company based out of Texas,Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,20.0,Salary:$20/ class,Experience:,1.0,Experience:1,,Ed Tech,Ed Tech,$20 an hour/class with approx 5-10 classes per week. $100-$200 /week $400-$800 /month so < $5k-$10k /year,No,Management and Leadership
496,12/6/2020 19:30:48,Title:,Test Engineer,Title:Test Engineer,Where:,santa barbara,"Where:Santa Barbara, CA",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,124000.0,Salary:124000,Experience:,1.0,Experience:1,,Defense,Defense,,0,QA and Testing
497,12/6/2020 19:30:53,Title:,Sr manager of cybersecurity,Title:Sr manager of cybersecurity,Where:,padc,Where:PA/DC,No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,167000.0,Salary:167000,Experience:,15.0,Experience:15,,Engineering,Engineering,"This is my first position as a Sr manager.
I was mostly remote before covid. No more than 1 or 2 days a week in the office, if that.",No,Ops and Security
498,12/6/2020 19:31:04,Title:,Tech Support Analyst,Title:Tech Support Analyst,Where:,atlanta,"Where:Atlanta, GA",No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,51000.0,Salary:51000,Experience:,2.0,Experience:2,,Healthcare Benefits,Healthcare Benefits,,,Support
499,12/6/2020 19:31:09,Title:,Software Engineer 1,Title:Software Engineer 1,Where:,sf,"Where:SF, CA",No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,135000.0,Salary:135000,Experience:,1.0,Experience:1.5,,Fintech,Fintech,,Stocks,General Engineering
500,12/6/2020 19:33:16,Title:,Software Engineer,Title:Software Engineer,Where:,jersey city,"Where:Jersey City, NJ",No,Org Size:,> 5000,Org Size:> 5000,Salary:,110000.0,Salary:110000,Experience:,2.0,Experience:2,,Banking/Finance,Banking/Finance,,Year end bonuses - varying amount,General Engineering
501,12/6/2020 19:36:01,Title:,Senior Data Reliability Engineer,Title:Senior Data Reliability Engineer,Where:,columbus,"Where:Columbus, Ga",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,130000.0,Salary:130k,Experience:,6.0,Experience:6,,Telecom,Telecom,CS Degree acquired alongside cs career start,barely,Data
502,12/6/2020 19:36:09,Title:,Product Manager,Title:Product Manager,Where:,chicago,Where:Chicago,No,Org Size:,11- 50,Org Size:11- 50,Salary:,105000.0,Salary:105000,Experience:,8.0,Experience:8,,Fintech,Fintech,,No,Management and Leadership
503,12/6/2020 19:36:11,Title:,Vice President of engineering,Title:Vice President of engineering,Where:,new york new york,Where:New York New York,No,Org Size:,> 5000,Org Size:> 5000,Salary:,260000.0,Salary:260000,Experience:,10.0,Experience:10,,Financial services,Financial services,Goldman,"350,000",Management and Leadership
504,12/6/2020 19:36:27,Title:,React / Node developer,Title:React / Node developer,Where:,baltimore,Where:Baltimore,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,118000.0,Salary:118000,Experience:,3.0,Experience:3,,Health,Health,100% 401k match up to 6% of base salary,0,Front End
505,12/6/2020 19:37:44,Title:,Senior SDM,Title:Senior SDM,Where:,seattle wa,Where:Seattle WA,No,Org Size:,> 5000,Org Size:> 5000,Salary:,160000.0,Salary:160000,Experience:,20.0,Experience:20,,Tech,Tech,,600000,Unknown
506,12/6/2020 19:39:12,Title:,Web Application developer,Title:Web Application developer,Where:,toronto,Where:Toronto,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,80000.0,Salary:80000CAD,Experience:,2.0,Experience:2,,tech Agency,tech Agency,,Small Performance Bonus,Full Stack
507,12/6/2020 19:40:17,Title:,Software Engineer III,Title:Software Engineer III,Where:,denver,"Where:Denver, CO",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,85000.0,Salary:85000,Experience:,5.0,Experience:5,,Healthcare,Healthcare,Never answer a specific number for what you think your salary should be.,Shares in the company that begin vesting after one year,General Engineering
508,12/6/2020 19:41:51,Title:,Senior Sdet,Title:Senior Sdet,Where:,denver,Where:Denver,No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,100000.0,Salary:100000,Experience:,3.0,Experience:3,,Adtech,Adtech,,8000,Unknown
509,12/6/2020 19:44:05,Title:,Frontend developer,Title:Frontend developer,Where:,milan,"Where:Milan, Italy",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,44000.0,Salary:44000,Experience:,6.0,Experience:6,,Sass,Sass,,,Front End
510,12/6/2020 19:47:04,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,beverly,"Where:Beverly, MA",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,142000.0,Salary:142000,Experience:,5.0,Experience:5,,Insurance,Insurance,,7%,General Engineering
511,12/6/2020 19:47:56,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,dexter,"Where:Dexter, MI",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,100300.0,Salary:100300,Experience:,18.0,Experience:18,,Medical Education,Medical Education,"Company is huge, my unit is small. Also, my salary is based on last year, when we had an office. They've since shuttered the office. No idea if there will be a salary change reflective of that.",No,General Engineering
512,12/6/2020 19:48:40,Title:,UX designer,Title:UX designer,Where:,san francisco,"Where:San Francisco, California",No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,89300.0,Salary:89300,Experience:,1.0,Experience:1,,Mobile apps,Mobile apps,Company offers a maximum bonus of 10% of our salary per year,Ability to purchase options(pre IPO),UX and Design
513,12/6/2020 19:49:19,Title:,Product Manager,Title:Product Manager,Where:,san francisco,"Where:San Francisco, CA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,500000.0,"Salary:Around $500,000 (salary + RSUs)",Experience:,20.0,Experience:20,,Tech/Social Media,Tech/Social Media,,"Yes, both",Management and Leadership
514,12/6/2020 19:50:43,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,toronto,Where:Toronto,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,160.0,Salary:160,Experience:,13.0,Experience:13,,Fintech,Fintech,Everything is CAD,50k shares over 4 years current worth 150k),General Engineering
515,12/6/2020 19:51:15,Title:,Director of engineering,Title:Director of engineering,Where:,san francisco,Where:San Francisco,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,330000.0,Salary:330000,Experience:,20.0,Experience:20,,Tech,Tech,Pre ipo,1mil,Management and Leadership
516,12/6/2020 19:53:10,Title:,Interaction Designer,Title:Interaction Designer,Where:,austin,"Where:Austin, TX",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,127000.0,Salary:127000,Experience:,7.0,Experience:7,,Advertising,Advertising,,RSUs & yearly bonus,UX and Design
517,12/6/2020 19:53:12,Title:,Software engineering manager,Title:Software engineering manager,Where:,buffalo,"Where:Buffalo, NY",No,Org Size:,> 5000,Org Size:> 5000,Salary:,88690.0,Salary:88690,Experience:,8.0,Experience:8,,Finance,Finance,,Depends,Management and Leadership
518,12/6/2020 19:54:29,Title:,Software Architect,Title:Software Architect,Where:,san jose,"Where:San Jose, CA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,185000.0,Salary:185k Base + 200k Stocks (Appreciation) = ~385k-400k yearly,Experience:,10.0,Experience:10,,Finance,Finance,,Covered above,Management and Leadership
519,12/6/2020 19:56:00,Title:,Senior field engineer,Title:Senior field engineer,Where:,uk,Where:UK,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,93000.0,Salary:£93000,Experience:,8.0,Experience:8,,Technology,Technology,,£60000,General Engineering
520,12/6/2020 19:56:07,Title:,COO,Title:COO,Where:,tx,Where:TX,Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,230000.0,Salary:230000,Experience:,14.0,Experience:14,,Health tech,Health tech,,3.50%,Management and Leadership
521,12/6/2020 19:56:36,Title:,senior ux designer,Title:senior ux designer,Where:,seattle,"Where:seattle, wa",Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,146000.0,"Salary:base salary: $146,000",Experience:,4.0,Experience:4,,tech,tech,,14k bonus,UX and Design
522,12/6/2020 19:58:11,Title:,Senior Software Developer,Title:Senior Software Developer,Where:,ann arbor,"Where:Ann Arbor, MI",No,Org Size:,11- 50,Org Size:11- 50,Salary:,105000.0,Salary:105000,Experience:,5.0,Experience:5,,We’re a SaaS startup in medical research,We’re a SaaS startup in medical research,,equity around a quarter of a percent,General Engineering
523,12/6/2020 19:59:10,Title:,Senior software engineer level 2,Title:Senior software engineer level 2,Where:,portland oregon,Where:Portland Oregon,No,Org Size:,> 5000,Org Size:> 5000,Salary:,130000.0,Salary:130000,Experience:,5.0,Experience:5,,Apparel,Apparel,,15000,General Engineering
524,12/6/2020 20:01:55,Title:,Software Engineering Manager,Title:Software Engineering Manager,Where:,michigan,Where:Michigan,Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,170000.0,Salary:170000,Experience:,10.0,Experience:10,,Ecommerce,Ecommerce,"Stock options awarded yearly, 4 year vesting w/1 year cliff. Bonus is based on performance and company performance. Managing a single team.",(17 - 34k bonus) + (0.15% - 0.75% stock options),Management and Leadership
525,12/6/2020 20:02:05,Title:,Sr UX Designer,Title:Sr UX Designer,Where:,san francisco,"Where:San Francisco, California",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,155000.0,Salary:155000,Experience:,15.0,Experience:15,,Health,Health,,,UX and Design
526,12/6/2020 20:05:16,Title:,jr software engineer,Title:jr software engineer,Where:,atlanta,"Where:atlanta, ga",No,Org Size:,11- 50,Org Size:11- 50,Salary:,80000.0,Salary:80000,Experience:,4.0,Experience:4,,saas,saas,,0,General Engineering
527,12/6/2020 20:05:54,Title:,software engineer,Title:software engineer,Where:,seattle,"Where:seattle, wa",No,Org Size:,> 5000,Org Size:> 5000,Salary:,155000.0,Salary:155000,Experience:,7.0,Experience:7,,software,software,,90000,General Engineering
528,12/6/2020 20:05:56,Title:,Senior Software Engineering Manager,Title:Senior Software Engineering Manager,Where:,seattle,"Where:Seattle, Wa",No,Org Size:,> 5000,Org Size:> 5000,Salary:,180000.0,Salary:180000,Experience:,18.0,Experience:18,,CRM,CRM,"Total comp for the last 4 years has been about 400k. No CS degree. Self taught, barely made it thru college. Black man.",200000,Management and Leadership
529,12/6/2020 20:06:03,Title:,Principal security engineer,Title:Principal security engineer,Where:,indianapolis indiana,Where:Indianapolis Indiana,Yes,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,18500.0,Salary:18500,Experience:,20.0,Experience:20,,Finance,Finance,,Annual bonuses,Ops and Security
530,12/6/2020 20:07:20,Title:,"Product Lead (Senior Consultant, Deloitte)","Title:Product Lead (Senior Consultant, Deloitte)",Where:,nyc,"Where:NYC, NY",No,Org Size:,> 5000,Org Size:> 5000,Salary:,115000.0,Salary:115000,Experience:,5.0,Experience:5,,All - Consulting at Deloitte,All - Consulting at Deloitte,,20000,Product
531,12/6/2020 20:08:25,Title:,Senior software engineer,Title:Senior software engineer,Where:,seattle,Where:Seattle,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,180000.0,Salary:180k/year,Experience:,12.0,Experience:12,,News media,News media,Happy to provide mentorship to anyone. Dan@danmunro.com,0,General Engineering
532,12/6/2020 20:08:58,Title:,Technical Writer,Title:Technical Writer,Where:,watertown,"Where:Watertown, MA",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,80000.0,Salary:80000,Experience:,4.0,Experience:4.5,,Healthcare software,Healthcare software,,Yes - bonuses,Marketing and Content
533,12/6/2020 20:09:04,Title:,Senior software engineer,Title:Senior software engineer,Where:,charlottesville,"Where:Charlottesville, VA",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,122500.0,Salary:122500,Experience:,5.0,Experience:5,,Agriculture,Agriculture,,,General Engineering
534,12/6/2020 20:09:24,Title:,"Software Engineer, Senior 1","Title:Software Engineer, Senior 1",Where:,chicago,Where:Chicago,No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,127000.0,Salary:127000,Experience:,12.0,Experience:12,,Fashion / Retail,Fashion / Retail,,,General Engineering
535,12/6/2020 20:09:26,Title:,Software Engineer,Title:Software Engineer,Where:,sydney,"Where:Sydney, NSW, Australia",No,Org Size:,11- 50,Org Size:11- 50,Salary:,117000.0,Salary:117k (AUD),Experience:,4.0,Experience:4,,Music,Music,,no,General Engineering
536,12/6/2020 20:10:17,Title:,Product Manager,Title:Product Manager,Where:,portland or,Where:Portland OR,Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,90000.0,Salary:90000,Experience:,7.0,Experience:7,,Marketing,Marketing,"Junior PM (been in tech awhile, PM role for 1 year)",Yes,Management and Leadership
537,12/6/2020 20:10:28,Title:,Principal software engineer,Title:Principal software engineer,Where:,redmond,"Where:Redmond, WA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,195000.0,Salary:195000,Experience:,19.0,Experience:19,,Technology,Technology,,100000,General Engineering
538,12/6/2020 20:10:49,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,los angeles,"Where:Los Angeles, CA",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,140000.0,Salary:140000,Experience:,2.0,Experience:2.5,,E-commerce,E-commerce,,Have options but not sure if they’re worth much,General Engineering
539,12/6/2020 20:10:59,Title:,Senior Software Engineer Manager,Title:Senior Software Engineer Manager,Where:,redmond,"Where:Redmond, WA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,195000.0,Salary:195000,Experience:,5.0,Experience:5,,Software,Software,,120000,Management and Leadership
540,12/6/2020 20:11:09,Title:,Senior Product Developer Javascript,Title:Senior Product Developer Javascript,Where:,birmingham,"Where:Birmingham, Alabama",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,119500.0,Salary:119500,Experience:,13.0,Experience:13,,Internet,Internet,,No,Front End
541,12/6/2020 20:11:48,Title:,Software Developer 2,Title:Software Developer 2,Where:,redwood shores,"Where:Redwood shores, CA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,130000.0,Salary:130000,Experience:,1.0,Experience:1,,Software Developer,Software Developer,,75000,General Engineering
542,12/6/2020 20:12:11,Title:,Director,Title:Director,Where:,toronto,Where:Toronto,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,190000.0,Salary:190000,Experience:,20.0,Experience:20,,Professional services,Professional services,,"Yes, + 25%",Management and Leadership
543,12/6/2020 20:12:34,Title:,Technology analyst,Title:Technology analyst,Where:,mclean,"Where:McLean, va",No,Org Size:,> 5000,Org Size:> 5000,Salary:,86000.0,Salary:86000,Experience:,3.0,Experience:3,,"Mortgage, finance","Mortgage, finance",,,General Engineering
544,12/6/2020 20:12:49,Title:,Data Analyst,Title:Data Analyst,Where:,austin,"Where:Austin, TX",No,Org Size:,> 5000,Org Size:> 5000,Salary:,111870.0,Salary:111870,Experience:,4.0,Experience:4,,Social Media,Social Media,,Base bonus is 10% of salary. Receive roughly $10k in RSUs per year (after taxes),Data
545,12/6/2020 20:12:50,Title:,Product Manager,Title:Product Manager,Where:,oakland,"Where:Oakland, CA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,137500.0,Salary:137500,Experience:,4.0,Experience:4,,Internet Software,Internet Software,,"60,000",Management and Leadership
546,12/6/2020 20:15:40,Title:,Sr design manager,Title:Sr design manager,Where:,sf ca,Where:SF CA,No,Org Size:,> 5000,Org Size:> 5000,Salary:,210000.0,Salary:210000,Experience:,12.0,Experience:12,,Tech,Tech,,Yes,UX and Design
547,12/6/2020 20:15:46,Title:,Director of Experience Design,Title:Director of Experience Design,Where:,minneapolis,"Where:Minneapolis, MN",No,Org Size:,11- 50,Org Size:11- 50,Salary:,110000.0,Salary:110000,Experience:,11.0,Experience:11,,Agency / Client Service,Agency / Client Service,,No,UX and Design
548,12/6/2020 20:16:19,Title:,Software Engineer II,Title:Software Engineer II,Where:,san francisco,"Where:San Francisco, CA",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,158000.0,Salary:158000,Experience:,3.0,Experience:3,,Freight,Freight,,"70,000",General Engineering
