Timestamp,Title,Location,Remote?,Org Size,Salary,Years of experience,Industry,Additional comments,Additional perks?
12/8/2020 9:46:20,UX Designer,NYC,No,> 5000,80000,0,IT Consulting,,$5000 sign on
12/8/2020 10:01:21,Vulnerablitiy Management Analyst,"Washington, DC",No,1001 - 5000,"130,000",4,Government,Federal Employee,N/A
12/8/2020 10:37:43,Software Engineer (Full Stack),Campbell,No,51 - 500,95000,1,Cloud Security,,no
12/8/2020 11:17:00,Software Engineer,"Glasgow, United Kingdom",Yes,11- 50,£65000,6,Veterinary,,Bonus
12/8/2020 12:09:58,Software Engineer,"Orlando, FL",Yes,51 - 500,"109,100",2.5,Tech,,
12/8/2020 12:22:55,Mobile Application Developer,"Philadelphia, PA",No,1001 - 5000,"86,500",7,Medical,Working currently at IBM. Client for a Pharma Distrubutor,Yes
12/8/2020 12:32:24,Associate Mobile Engineer,"Los Angeles, CA",No,> 5000,"95,000",1,Entertainment,,15K bonus
12/8/2020 12:50:50,Senior Software Engineer,"San Francisco, CA",No,> 5000,175k,4,SaaS,,100k stock and ~20% bonus
12/8/2020 13:16:01,Software Engineer,Washington D.C.,No,1001 - 5000,110K,2,Media,,"401K match, annual performance bonus"
12/8/2020 13:25:14,Engineering Director,"Austin, TX",No,> 5000,"$175,000 per annum",16,FinTech,,20% RSUs. 20 - 40% cash bonus based on company and personal performance.
12/8/2020 13:36:48,Software Engineer,"Chicago, IL",No,11- 50,"113,000",6,Ed Tech,,0
12/8/2020 13:46:47,Poop Picker,"Mumbai, India",No,51 - 500,10000 rupees per month,0,Shit industry,I request people to stop shitting on open roads,Lol
12/8/2020 13:55:16,Validation Engineer,"Metro Detroit, MI",No,> 5000,"82,000",6,Automotive,"Benefits: 401k with 5% match, 15 days vacation flexible ",Varies based on plant performance. Most we’ve received is $1300
12/8/2020 14:15:31,Product Manager,"San Francisco, CA",Yes,11- 50,100000,1.5,"Food & Beverage, B2B",,0.50%
12/8/2020 15:56:06,DevOps Engineer,Indiana,No,51 - 500,"65,000",6,Data Analytics,,Stocks
12/8/2020 16:00:14,Back End Web Developer,"Boulder, CO",No,11- 50,"101,000",7,Computer Vision,"I do work at a computer vision company but I do not do any computer vision work per say. I just do web systems, python, lots of python, and also some CI/CD. I'm not sure how much the computer vision engineers are paid.",Stock Options if they should be worth something
12/8/2020 17:30:22,Sr Software Engineer,"Lake Forest, CA",No,11- 50,99k,6,Retail,,
12/8/2020 17:36:59,Senior Technology Consultant,"Washington, DC",No,> 5000,98000,1.5,consulting,"Title is consultant, but day to day is programming",
12/8/2020 20:18:08,Software Engineer,"New York, New York",No,> 5000,"$156,000",4,Technology,,"$120,000"
12/8/2020 20:48:54,software engineer,"SF, CA",No,51 - 500,"120,000",0,Tech,,"100,000 over 4 years"
12/8/2020 21:04:51,Senior full stack engineer ,"Ann Arbor, MI",No,11- 50,95000,10,Fintech ,,
12/8/2020 23:13:56,Analyst ,"NYC, NY",No,51 - 500,"80,000",1.5,Venture capital ,,"60,000 in bonus "
12/9/2020 11:07:55,Dev Ops Engineer,"Salt Lake City, Utah",No,> 5000,120000,20,Retail,- I'm closer to a sysadmin,12k
12/9/2020 13:26:17,Senior software developer,Paris,No,11- 50,74400,15,International oganization,,No
12/9/2020 16:40:34,Information security engineer ,NC,No,> 5000,102000,8,Financial institute ,,Yes
12/9/2020 17:05:08,Senior Software Enginer,"Seattle, WA",No,> 5000,"$148,000",8,Software,,$40K-$60K per year
12/9/2020 18:36:17,Software Engineer,"San Francisco, CA",No,> 5000,140000,10,"""Tech"" (FAANG)",,60000
12/9/2020 19:28:32,Software engineer,"New York, New York",No,51 - 500,170000,3.5,High Frequency Trading,Bonuses based partly on company PNL,~700000
12/9/2020 19:37:51,Web Developer,Portland OR,Yes,> 5000,95usd/h,7,Pharma,Worth to mention that I am a independent contractor ,No
12/9/2020 20:20:18,Jr. Data Developer/Engineer,"Fairfax County, VA",No,> 5000,"$90,000/yr",2,IT/Gov Contracting,"Position started at $80K, told them about other offer and they raised it to $90K. And I’m really new so don’t be afraid to at least ask if you’re in that position.",Optional
12/9/2020 20:33:33,Senior Software Engineer,"Austin, TX",No,> 5000,135000,3,Employment,,"20k signing bonus, quarterly bonus 2-5k, + RSUs"
12/9/2020 21:15:27,Software Engineer,"Portland, OR",No,501 - 1000,120000,4,Semiconductor,,Yes
12/9/2020 21:19:04,Backend Engineer,Lagos,No,501 - 1000,"128,000",4,Transportation,,
12/9/2020 22:14:51,Sr Software Engineer ,"Kansas City, MO",Yes,1001 - 5000,"120,000",15,Construction ,No comapny raises in ~30 months and no 401k match ,"2000 options, 4 year vest, $6 strike"
12/9/2020 22:50:53,Senior Associate ,"Edwardsville, IL",No,51 - 500,"96,000",1,Digital Health Tech,,Yes
12/10/2020 3:10:40,Head of Engineering ,"Sydney, Australia",No,11- 50,100000,3,FinTech,Income in AUD,Stocks
12/10/2020 6:26:55,Frontend Software Engineer ,"Pittsburgh, PA ",Yes,11- 50,"90,000",7,Farm Tech/CSA,,Bonuses
12/10/2020 8:56:40,Software Engineer ,South Dakota,No,1001 - 5000,73000,9,Banking,,Stocks
12/10/2020 9:23:09,Junior Programmer ,"Columbia, Maryland ",No,11- 50,"$55,000",1,IT Consulting ,,n/a
12/10/2020 9:24:03,Software Engineer,"NYC, NY",No,> 5000,132000,2,Media,,15000
12/10/2020 12:32:34,System Engineer,"Los Angeles, CA",Yes,11- 50,82500,4,Media,,yes
12/10/2020 22:57:41,Senior Javascript Developer,"Saratoga Springs, UT",Yes,51 - 500,122109,10,"Accessibility, Web Development",,None
12/11/2020 1:12:01,Associate consultant - data scientist,Washington d.c.,No,11- 50,95000,1,Consulting,,5k signing bonus if stay for 2 years
12/11/2020 7:50:19,Senior full stack engineer ,"Ann Arbor, MI",No,11- 50,95000,10,Fintech ,,
12/11/2020 16:00:34,Software Engineer,"Outside of Boston, MA",Yes,0 - 10,"160,000",4,Blockchain,startup,0
12/11/2020 20:07:13,Executive Assistant,SF,No,11- 50,70k,1,Finance,,bonuses
12/12/2020 11:22:41,Vice President of Engineering,Rather not say,No,> 5000,"250,000",15,Retail,,"Bonus: $85,000, Stock: $125,000"
12/12/2020 11:25:49,Senior Project Manager ,"Fort Worth, TX",No,51 - 500,"109,000 USD",8,Computer Software ,PMP certified ,15k avg. bonus 
12/12/2020 12:24:47,Software Engineer,"Berlin, Germany",No,51 - 500,62000 Euros / month,3.5,Music Software,,profit-based bonuses
12/12/2020 13:16:57,Principle Software Engineer,Jacksonville FL,No,51 - 500,125000,20,Insurance,,7000
12/12/2020 13:40:35,Front end developer,"Torino, Italy",No,0 - 10,1250 euro,3,Frontend development,,Train annual pass (from home to office)
12/12/2020 14:12:59,Staff Software Engineer ,"Sacramento, CA",No,51 - 500,180000,30,Professional Video Hardware,,
12/12/2020 19:14:11,Senior Software Engineer,"Seattle, WA",Yes,> 5000,145000,5,E-commerce,,"200k RSU, target 10% annual bonus"
12/12/2020 21:54:37,Analytics Lead,"Boston, MA",No,51 - 500,"$100,000",4,eCommerce,,"10% bonus, stock options"
12/12/2020 22:18:43,Software Engineer,"Chicago, IL",No,> 5000,135000,8,Financial,,10000
12/13/2020 2:27:53,Software Engineer,"Seattle, WA",Yes,51 - 500,117000,3,Consulting,Company based in SF,6000
12/13/2020 9:33:22,Software Engineer,NYC,No,0 - 10,"$110,000",0,Insurance,,"Yes, (Approximately $100,000 over 4 years)"
12/13/2020 10:09:44,Devops manager,Dublin,No,51 - 500,62500,25,Digital marketing,Value in euros,Bonus
12/13/2020 19:35:41,Analyst,"New York, NY",No,> 5000,75000,1,Technology,,Small bonus
12/14/2020 1:56:02,Product Manager,"Mountain View, CA",No,> 5000,167000,4,Search,,30000
12/14/2020 12:27:48,Senior UX Designer,"Berlin, Germany",Yes,0 - 10,100000 USD,3,Crypto,,No bonus but a bit of stock options
12/14/2020 16:39:13,Software Development Manager,Vancouver Canada,No,> 5000,"180,000",17,Web retail,,"80,000"
12/15/2020 0:51:38,senior data scientist,Washington dc,Yes,11- 50,110000,4,ai and machine learning consultig,,0
12/15/2020 14:22:54,VP of Engineering,"Boston, MA",No,11- 50,165000,8,"Financial Technology, lending",,0.05% of the company post-Series C
12/17/2020 6:44:31,Software developer,"Lucca, Tuscany, Italy",No,11- 50,21000 euro,3,IT,,None
12/26/2020 15:15:47,Senior Network Engineer,Gaithersburg MD,No,0 - 10,90000,6,Managed  IT services,,No
12/26/2020 21:21:24,Technical Lead,New York,No,11- 50,125000,7,Real Estate,Seed stage startup ,Stock options 
12/26/2020 22:21:20,Technical Lead,New York,No,11- 50,125000,7,Real Estate,Seed stage startup ,Stock options 
12/27/2020 0:05:50,Security engineer ,Boston Massachusetts ,No,1001 - 5000,"120,000",3,Services,,
12/27/2020 3:43:36,Manager,Manchester UK,Yes,> 5000,90000,30,Engineering ,,No
12/27/2020 9:13:36,CTO/Lead Dev,"NY, NY",Yes,0 - 10,$192000/yr,8,Healthcare,,900000 units stock options
12/27/2020 9:27:39,Full Stack Web Developer (MERN),Bangalore,No,51 - 500,₹30869 (411 $ ) / month,1.6,Software services,,Certain amount has been hold from CTC as Annual bonus (₹29000/$385) which I can claim if I stay till next year with this company
12/27/2020 9:56:33,Security Architect ,"Atlanta, GA",Yes,501 - 1000,"145,000",13,Cyber Security ,,Yes.  On average 60k - 100k
12/27/2020 11:01:37,Staff Engineer,"Los Angeles, CA",No,501 - 1000,215000,4,Robotics,,"20% cash bonus, $60K stock"
12/27/2020 12:54:00,Staff engineer,Washington D.C.,Yes,11- 50,165000,15,Ad tech,,20000
12/27/2020 22:48:31,Network engineer,Phoenix AZ,Yes,> 5000,"106,000",8,Healthcare,Bonus eligible,No
12/28/2020 2:11:12,Social Media and Content Development,"Schaumburg, Illinois",No,51 - 500,"40, 000",2,Nonprofit; mental health and public health,,No
12/28/2020 4:02:18,Software engineer,San Mateo California,No,> 5000,164000,6,E commerce,,25000
12/28/2020 19:06:19,Sr. Consultant,Phoenix,Yes,> 5000,"154,000",22,Software,,220000 over 4 years
12/28/2020 19:29:45,Data Analyst,"New York, NY",No,51 - 500,150000,10,Finance,,10000
12/28/2020 21:08:11,Software Developer,Québec City,No,11- 50,60 000$ CAD,5,Education,,Nope
12/29/2020 17:38:21,CTO,Alicante,Yes,11- 50,20,6,Web,,
12/29/2020 23:41:47,data scientist ,Houston,No,51 - 500,"80,000",3,Technology ,,N/A
12/29/2020 23:42:52,Data Scientist ,"Denver, CO",No,11- 50,110000,1,Healthcare,,
12/29/2020 23:43:18,Technical Support Manager,"Vancouver, BC",No,1001 - 5000,"120,000 CAD",23,Healthcare IT,Canadian office for an American company.,No
12/29/2020 23:43:28,Data Engineer,"Nagoya, Japan",Yes,51 - 500,"115000 USD (approximately, after currency conversion)",20,Retail,"Company is in Melbourne, Australia",No
12/29/2020 23:43:31,Data Engineering Intern,"Las Vegas, NV",Yes,0 - 10,0,1.5,Data science for talent acquisition,Experience has been freelance/contract (1) and internships (.5 yrs). Climbing the tech ladder still :),0
12/29/2020 23:45:11,Senior software engineer,"San Francisco, ca",No,51 - 500,160000,6,Health,White guy,"Stock options, who knows if they’ll ever be anything"
12/29/2020 23:47:00,Data Analyst,"Las Vegas, NV",Yes,51 - 500,"65,000",1.5,Healthcare Tech,,0
12/29/2020 23:59:59,Software Engineer,"Ann Arbor, MI",No,1001 - 5000,53000,1,Software,,0
12/30/2020 0:02:51,Senior Platform Quality Engineer,"Minneapolis, MN",No,51 - 500,"105,000",15,IoT,,"$25,000"
12/30/2020 0:05:35,data scientist ,"cape town, western cape,south africa",No,> 5000,usd 81 000,23,software services,,none
12/30/2020 0:37:54,software engineer,"new york city, ny",Yes,0 - 10,120k,5,travel,,n/a
12/30/2020 0:43:11,ICT4,"Imperial, MO",Yes,> 5000,170000,15,Computers,Company HQ in San Francisco; female ,128000
12/30/2020 0:44:23,Software Engineer,"Washington, DC",No,> 5000,"123,000",1,Social Media/Technology,,
12/30/2020 0:44:38,Software Engineer,"San Francisco, CA",No,> 5000,"123,000",0,Ridesharing,,"45,000/year"
12/30/2020 0:45:52,Frontend Developer,"Tucson, AZ",Yes,11- 50,95000,5,B2B SaaS,,No
12/30/2020 0:47:04,Software Engineer,"San Francisco, CA",No,1001 - 5000,"129,000",1,Software,,125k RSUs over 4 years; 10% bonus
12/30/2020 0:47:30,Senior Software Engineer,"Chicago, Illinois",No,51 - 500,81000,3,Legal Tech,,Up to 10% of salary
12/30/2020 0:47:49,Principal Engineer,"Raleigh, NC",Yes,51 - 500,167000,15,Education,,None
12/30/2020 0:48:21,Senior Program Manager,Redmond,No,> 5000,160k,5,Software,,59k
12/30/2020 0:49:04,Senior Engineer,"Seattle, WA",Yes,> 5000,"147,000",15,Enterprise Software,,"$30,000 yearly stock grant / $14,700 yearly bonus"
12/30/2020 0:49:35,Software Development Engineer II,"Seattle, WA",No,> 5000,130000,15,Web Services,,23000
12/30/2020 0:50:58,Software Engineer,"Sacramento, CA",Yes,501 - 1000,"$120,000/year",3,Insurance/Financial Tech,,N/A
12/30/2020 0:53:16,ERP Administrator/ IT Manager,"Philadelphia, Pa",No,51 - 500,$60k,11,Manufacturing,"Matching 401K. Hindsight should've negotiated that bonus, oh well next time.",0
12/30/2020 0:53:50,Data Engineer,"Seattle, WA",No,> 5000,180000,5,E-Commerce,,yes
12/30/2020 0:53:52,Software Developer I,Missouri,Yes,501 - 1000,"104,000",5,Equipment Rental,,
12/30/2020 0:55:47,N/A,Nomadic,Yes,0 - 10,$100/hr,12,Consulting / Contracting,"I'm 1099, not W2. In the past, I've made as much as $120/hr, but it's been down since COVID.",none
12/30/2020 1:00:53,Senior Engineer I,"Orange County, New York",Yes,51 - 500,"155,000",10,Restaurant,fully paid medical coverage,Stock options
12/30/2020 1:02:27,Associate Software Engineer,"Portland, OR",No,51 - 500,70000,1,Legal,,No
12/30/2020 1:03:15,Frontend Engineer II,New York,No,> 5000,185000,5,Web services,,285692
12/30/2020 1:12:02,Software Engineer,"Boston, MA",No,1001 - 5000,120000,3,Agriculture,,Yes. Annual bonus.
12/30/2020 1:16:04,CTO,Chicago,No,11- 50,205000,15,Compliance,,Yes
12/30/2020 1:16:41,Software Engineer II,"Portland, OR",No,501 - 1000,"111,000",3,Software ,,45k stocks
12/30/2020 1:16:49,warlord,all,No,0 - 10,5,60,mortuary,,
12/30/2020 1:33:54,lead data scientist,"Frankfurt, Germany",No,51 - 500,92000€/year,20,Consulting,,0
12/30/2020 1:37:17,iOS developer,"Sao Paulo, Brazil",Yes,51 - 500,"$20,000",7,ECommerce,,No
12/30/2020 1:39:19,Program Director,"Austin, TX",No,> 5000,"$192,000",18,Technology,,Discretionary stock awards and small bonuses
12/30/2020 4:03:56,Software Development Engineer,"Seattle, WA",No,> 5000,"110,000",0,Retail/tech,,About 25 stocks per year 
12/30/2020 6:49:29,Senior Software Engineer,"Indianapolis, IN",No,51 - 500,100000,5,Recruitment/Hiring,,"Yes, stock"
12/30/2020 6:54:41,Software Engineer II,"New York City, NY",No,51 - 500,145000,6,Locksmiths,,Stocks
12/30/2020 6:58:51,CTO,London,No,11- 50,"$175,000",7,Tech,,
12/30/2020 7:10:07,Product Designer,"Budapest, Hungary",No,> 5000,"$30,200 gross, annually",2,Software development,,2 annual bonuses of $2000 before tax
12/30/2020 8:24:22,Software Engineer 3,"Grimes, Iowa",No,> 5000,122750,15,Retail Grocery,,2-3% quarterly
12/30/2020 8:40:56,Sr Engineering Manager,"toronto, on",Yes,51 - 500,147000 CAD,17,Internet software,,no
12/30/2020 8:51:09,Lead Cyber Security Engineer,"Los Angeles, CA",No,> 5000,147500,5,Government,,No
12/30/2020 8:54:45,Software Development Team Lead,"Charlotte, NC",Yes,51 - 500,125000,10,Technology,,
12/30/2020 9:06:32,Customer Support Manager,"Grand Rapids, MI",Yes,51 - 500,"55,000/year",7,Academic Publishing,,0
12/30/2020 9:19:05,Software Engineer I,"New York City, NY",No,1001 - 5000,120000,1,Education Technology,Bootcamp grad,22000
12/30/2020 9:31:17,UI/UX Designer,"Philadelphia, PA, USA",No,> 5000,85000,6,Retail & eCommerce,,
12/30/2020 9:52:30,Senior Software Engineer,"Boston, MA",No,1001 - 5000,"171,200",20,Agriculture ,,"options, quarterly bonus, annual bonus"
12/30/2020 10:48:50,Lead Software Engineer,"Austin, Texas",No,> 5000,"135,457.75",4.5,Healthcare,,none
12/30/2020 11:00:18,Lead Frontend Engineer,"Berlin, Germany",No,51 - 500,"€106,000/year",9,Delivery,,Stocks
12/30/2020 12:57:40,Senior Inventive Scientist ,New York ,No,> 5000,165000,2,Telecom,,"Performance bonus, 401k match"
12/30/2020 14:01:39,Senior Developer,"Austin, Texas",No,11- 50,112000,5,Medical,,Variable 20k
12/30/2020 16:36:18,User Experience Designer ,Minneapolis MN,No,1001 - 5000,"101,000",14,Financial ,"I've worked for the same company for 14 years. I've been in UX for 4 years. I can test, mock-ups, research, and am excellent analyst.",10-15% yearly bonus 
12/30/2020 17:47:23,Technical Writer,NYC,No,> 5000,120000,6,Finance,,Discretionary bonus FY 2020 target bonus 25%
12/30/2020 22:38:34,CISO,"Sydney, NSW, Australia",No,> 5000,"300,000 AUD",25,Professional Services,"Salary and bonus includes mandatory 9% retirement savings contribution (“Superannuation”)
Income Tax rate in this income range is ~50%",20% of salary at highest performance rating
12/31/2020 0:46:07,Software Developer,"Raleigh, NC",Yes,> 5000,126000,10,Financial,,Yes
12/31/2020 7:03:43,Lead Dev .Net/Javascript,Germany Leipzig,No,51 - 500,"72,000€",10,Digital Agency (develops Apps/websites),,Ni
12/31/2020 7:03:48,Lead Dev .Net/Javascript,Germany Leipzig,No,51 - 500,"72,000€",10,Digital Agency (develops Apps/websites),,Ni
1/6/2021 22:12:03,Software Engineer 2,"Seattle,  Washington ",No,51 - 500,140000,6,Academia,,0
1/9/2021 10:08:53,Engineering Manager,"Buffalo, NY",Yes,51 - 500,120000,10,Software Development ,,Stock
1/9/2021 10:39:44,Software Engineer,Brooklyn ,No,11- 50,120k,2,SaaS,,Equity 
1/11/2021 10:50:18,Business Process Manager,"Pittsburgh, PA",Yes,51 - 500,80000,5,Real Estate,,Stocks
1/11/2021 14:39:52,Scrum Master / Project Manager 1 ,"Phoenix, AZ",No,1001 - 5000,90K,7,digital ticketing,,nope
1/11/2021 14:41:51,Statistician,"Tampa, Florida",No,> 5000,92000,5,Food and Beverage,,10% bonus based on company performance
1/11/2021 14:56:44,Lead UI engineer ,"Little Rock , AR",Yes,> 5000,110000,7,Finance ,,Yes
1/11/2021 15:46:34, Architect ,"London, uk",No,> 5000,£70k,18,Gov,,
1/11/2021 16:02:40,Network and IT Consultant,"Knoxville, TN",Yes,51 - 500,"240,000",15,Aerospace (Customer),,No
1/11/2021 16:32:45,Software Architect,"knoxville, TN",No,11- 50,"105,000",20,US,,yes
1/11/2021 17:04:51,SRE,London UK,No,11- 50,"£87,500",9,travel,,Stock options: ~£175k
1/11/2021 19:25:20,Design Engineer,San Diego,Yes,51 - 500,162000,8,Service,,12000
1/11/2021 19:25:22,Software Engineer,"Sunnyvale, CA",No,> 5000,"130,000",2.5,"consumer electronics, computer software, online services",,10k in stock at most recent promotion
1/11/2021 21:43:58,Software engineer ,"Nashville, TN",No,> 5000,70000,3,Government,,No
1/11/2021 21:50:26,Senior Software Engineer,"Rockville, MD",Yes,11- 50,150000,10,Healthcare,Asian Male,"35000 stock, up to 15% bonus (last year was ~10%)"
1/11/2021 23:53:28,CTO,New York City,No,11- 50,125000,8,"Media, wellness, & internet-related services and products.",,"260,000 shares (roughly 3%) of the company’s non-voting common stock"
1/12/2021 0:10:06,Product line marketing manager,"San Francisco, California",No,> 5000,180000,3,B2B Software,,40000
1/12/2021 1:45:21,Enterprise Architect,"Saint Paul, MN",No,1001 - 5000,140000,21,Transportation,,0
1/12/2021 9:34:02,Principal Software Engineer,"Washington, DC",No,1001 - 5000,135000,15,Software/ Higher Education,,"Annual Merit/Company Performance Based Bonus, 20% Annual SalaryPool"
1/14/2021 0:02:20,Team lead front end ,Small metropolitan city,Yes,51 - 500,175000,9,Security ,,10% bonus 
1/16/2021 10:47:29,Software developer,"London, United Kingdom",No,11- 50,"£32,000",1,AR beauty & fashion,First job out of Makers bootcamp,
1/16/2021 20:11:11,Software Engineer,New York,No,> 5000,198000,8,Software,,190000
1/18/2021 19:17:57,Application Developer,"Minneapolis, MN",No,501 - 1000,"$8o,000",11,Higher education,,none
1/18/2021 20:47:39,Progrqm Analyst,"Memphis, TN",Yes,501 - 1000,"92,000",5,Government ,,
1/19/2021 22:28:51,Senior Manager Software Engineering,Accokeek Maryland,No,> 5000,"184,000",20,Banking,,"20,000"
1/23/2021 2:51:17,(Associate) software engineer,"Berlin, Germany ",No,51 - 500,43.000€/year,3,Automotive ,,"Stocks optional, bonus 10%"
1/23/2021 8:47:02,Engineering Manager,"Toronto, ON",No,51 - 500,140000 USD,11,Technology,,Stocks
1/24/2021 3:14:14,iOS developer,Salt Lake City Utah,Yes,11- 50,85000,10,Software seevices,No benefits,No
1/25/2021 14:38:22,Senior Data Engineer,"Denver, CO",No,1001 - 5000,124000,5,Tech Consulting,,Roughly 10% bonus each year
1/25/2021 17:06:09,iOS engineer,Dallas,No,501 - 1000,100000,2,Dating,,"5 percent RSUs, no bonus "
1/25/2021 20:29:45,Senior JavaScript engineer,"Cuernavaca, Morelos, Mexico",Yes,51 - 500,105000 yearly // 50 usd per hour,9,Banking,,Bonuses
1/25/2021 23:38:19,Senior Software Engineer,Pleasanton Ca,No,> 5000,"682,000",15,Entertainment,"Netflix has flat titles, I’d be a Sr Staff or Principal Engineer elsewhere.",None
1/26/2021 2:02:55,Senior Technical Specialist,"Minneapolis, Minnesota",No,501 - 1000,"$126,000/year.",37,Medical Device,I am a white male who has benefitted from being a white male. (I am privileged. I want all people to be treated equally. Things are not right.),Yes
1/26/2021 3:22:08,Systems development engineer ,Sydney Australia,No,> 5000,155000,10,Cloud ,,"50k bonus first two years, 70k shares over four years"
1/26/2021 8:56:57,DevOps Engineer,"London, UK",No,> 5000,"£56,160",7,Travel,,Bonuses. 12% of salary. 
1/27/2021 0:57:18,Software Developer,San Jose,Yes,1001 - 5000,"110,000",4,Healthcare software,,Nope :(
1/29/2021 11:35:55,IT Director,"Austin, TX",No,51 - 500,88000,26,Marketing,,None
1/30/2021 11:08:56,Product Designer,Brooklyn NY,No,11- 50,"140,000",7,Hair & Beauty,,"100,000 shares"
1/30/2021 11:35:34,Software Engineer,"Stamford, CT",Yes,51 - 500,120000,1.5,Bio tech,,25k shares vested over two yrs
1/30/2021 13:03:33,Product Manager,"Chennai, Tamil Nadu (India)",Yes,51 - 500,"$25,000 per year",5,SaaS,,none
1/30/2021 13:17:50,Software engineer,"New York, NY",No,1001 - 5000,190000,6,Data analytics,,Yes
1/30/2021 20:44:00,systems engineer ,"fort worth, tx ",No,51 - 500,"145,000",3,consulting ,,no
1/30/2021 21:43:02,Cloud Infrastructure Engineer and Administratior ,Phoenix ,Yes,> 5000,75000,17,Consulting ,,No
1/31/2021 0:56:38,Team leader,"Dunedin, NZ",No,1001 - 5000,NZD$84000,25,"Education (University, not a company)",,No
1/31/2021 10:39:37,Senior electrical engineer,"San Jose, CA",No,1001 - 5000,125000,10,Fuel cell/Green energy,,"10% bonus, 15% RSU, 15% ESPP"
1/31/2021 20:20:08,Cloud Platform Archtiect ,Calgary Alberta Canada,Yes,> 5000,230000,31,Software,"Pre-sales, so that includes commissions. ",Yes
1/31/2021 22:32:13,Apprentice Engineer ,"Sunnyvale, CA",No,> 5000,"$90,000",1.5,Social Media,,10% Bonus. $10k/year in stocks
2/1/2021 10:28:03,Sr. project manager ,FL,Yes,1001 - 5000,"100,000",17,Public Sector Software ,,Yes
2/2/2021 21:37:35,Technical Writer,"St. Paul, MN",Yes,501 - 1000,"118,000",3,Biotechnology ,,Minimum annual 10%
2/3/2021 22:38:30,Software Engineering Manager,"Sacramento, CA",No,1001 - 5000,130000,9,Automotive Services,,0
2/3/2021 23:48:11,Software Engineer II,"Kansas City, MO",No,1001 - 5000,"85,000",3,Automotive,,
2/4/2021 3:13:25,Software Engineer II,"San Francisco, CA",No,> 5000,"170,000",3,Social Media ,,230000
2/4/2021 5:14:09,In-house designer,Melbourne,No,11- 50,36000,3,Events,,0
2/4/2021 7:37:07,Software Engineer II,"Princeton, NJ",Yes,501 - 1000,"146,000",5,Cloud,,6000
2/4/2021 8:14:43,Front-End Developer,"Golden, CO",No,11- 50,87625,15,Construction tech,"11 co. holidays (incl. MLK), +3 floating (use or lose), PTO (accrues semi-monthly, carries over annually): 0‐1 yrs tenure, 5 hrs accrue, 15 days max; 2‐5 yrs tenure, 5.67 hrs accrue, 17 days max; 6+ yrs tenure, 6.66 hrs accrue, 20 days max","5% max annual bonus; 15,000 share option (25% vest @ 12 mos., remaining vest annually over 36 mos.)"
2/4/2021 9:32:44,Data Product Manager,New York City,Yes,11- 50,125000,4,SaaS,,
2/4/2021 14:00:44,Client Partner,"Raleigh, NC",Yes,501 - 1000,195000,13,"Professional Services, Ecommerce ",,Bonus - 30% possible
2/4/2021 14:33:20,Senior Software Engineer,"Cambridge, MA",No,> 5000,172000,20,Internet,,160000
2/4/2021 18:33:15,Senior Engineering Manager,"Atlanta, GA",No,> 5000,"152,300",13,Technology,,50000/year RSUs 30% bonus target
2/4/2021 19:18:49,Software Engineer,"Boston, MA",No,11- 50,"75,000",1,Finance,,"12,000 bonus"
2/4/2021 20:39:41,Associate Site Reliability Engineer,Dallas,No,> 5000,95000,6,Finance,,5000
2/6/2021 1:14:09,Senior Software Engineering Manager,"Reston, VA",No,> 5000,181000,11,Technology,,94000
2/7/2021 22:07:28,Software Engineer,"Media, PA",No,> 5000,"$75,973.27",5.5,Multinantional Media Conglomerate,,"Yes; 5% or #3,798.66"
2/8/2021 9:47:53,Software Engineer,"Brooklyn, NY",No,51 - 500,135500,9,Fashion Resale,,Options
2/10/2021 14:34:36,Senior User Experience Designer,"Boston, MA",No,1001 - 5000,"$93,000",7,consulting,,no
2/10/2021 17:57:36,Staff security engineer,San Francisco/remote,No,51 - 500,600k TC,10,Fintech,Company offers the ability between stock & base cash on a slider.,100k stock
2/11/2021 12:22:50,Program Manager,"Seattle, WA",No,> 5000,"108,000",0,Internet,,"80,000"
2/11/2021 16:25:25,VP of Engineering,"Boston, MA",No,51 - 500,165000,9,"Financial Technology, Lending",,Stock options: ~0.15% at present
2/11/2021 20:23:56,Full Stack Developer ,Edmonton Ab,No,501 - 1000,94000,10,Professional services ,,bonuses 
2/11/2021 20:27:02,Senior Software Engineer,"Cambridge, MA",No,> 5000,"165,000",13,Internet,Total comp is ~350k (at a FAANG company),"15% bonus, 105k equity (annual)"
2/11/2021 22:49:11,Senior Cloud Architect,Montreal,No,11- 50,"160,000 CAD",10,Professional services ,,
2/11/2021 23:40:50,Product Designer,"San Diego, CA",Yes,11- 50,"90,000",4,Healthcare,,No
2/12/2021 11:27:51,Software Developer,"Atlanta, Georgia",Yes,51 - 500,"$69,058",1,Supply Chain,,
2/12/2021 17:42:04,Senior Software Engineer,"Asheville, NC",Yes,1001 - 5000,"162,000",7.5,Search/databasing,,"stocks (options + RSUs), no bonus"
2/12/2021 21:46:24,Senior Software Engineer,"Birmingham, AL",No,501 - 1000,145000,15,E-commerce ,,10% bonus
2/12/2021 21:53:46,Infrastructure Developer,NYC,No,> 5000,"176,500",14,Financial Services,,18k
2/13/2021 13:25:21,Senior Software Engineer,"San Francisco, CA",No,51 - 500,148000,5,Fintech,,"~$70,000/yr equity at current valuation"
2/13/2021 17:59:00,Senior Software Engineer,"Bellevue, WA ",No,> 5000,154268,7,Technology ,,~40k
